query,intent
tell me about Girls Hostel,facility_info
what does ROBO Classroom 501 offer,facility_info
give me details about Main Reception,facility_info
give me details about Student Parking Area,facility_info
what facilities are in BIO Faculty Room,facility_info
what services does IT Faculty Room provide,facility_info
what does International Student Office offer,facility_info
what is Engineering Physics Lab used for,facility_info
what is ME Faculty Room used for,facility_info
what facilities are in Electrical Engineering Department,facility_info
what is CHE Faculty Room used for,facility_info
what services does Principal Office provide,facility_info
what services does Examination Cell provide,facility_info
what is CHE Classroom 402 used for,facility_info
what facilities are in Scholarship Office,facility_info
what services does ME Faculty Room provide,facility_info
what does ECE Department Washrooms offer,facility_info
what is Management Department used for,facility_info
give me details about HOD Office - Computer Science Engineering,facility_info
what does International Student Office offer,facility_info
give me details about Student Device Charging Station,facility_info
what facilities are in HOD Office - Mechanical Engineering,facility_info
what is Administrative Office used for,facility_info
what does Civil Engineering Lab offer,facility_info
what services does HOD Office - Electronics and Communication Engineering provide,facility_info
tell me about Administrative Office,facility_info
what facilities are in EE Faculty Room,facility_info
give me details about Humanities and Communication Department,facility_info
tell me about ECE Faculty Room,facility_info
what facilities are in HUM Classroom 602,facility_info
what is Girls Common Room used for,facility_info
give me details about Library Book Issue Counter,facility_info
what does Ground Floor Emergency Exit offer,facility_info
tell me about HOD Office - Robotics and Automation,facility_info
what is Electronics and Communication Engineering Department used for,facility_info
what is IT Department Washrooms used for,facility_info
tell me about MBA Classroom 601,facility_info
give me details about Final Year Project Lab,facility_info
tell me about AI&DS Classroom 201,facility_info
what is CSE Faculty Room used for,facility_info
what services does Training and Placement Cell provide,facility_info
what is ECE Classroom 201 used for,facility_info
give me details about Careers and Employability Office,facility_info
what facilities are in Mechanical Engineering Department,facility_info
tell me about Civil Engineering Department,facility_info
give me details about CSE Classroom 101,facility_info
what facilities are in Main Auditorium,facility_info
give me details about HOD Office - Artificial Intelligence and Data Science,facility_info
what does ECE Department Washrooms offer,facility_info
what does AI&DS Faculty Room offer,facility_info
what does Student Union offer,facility_info
give me details about ME Classroom 301,facility_info
what is Final Year Project Lab used for,facility_info
what does HOD Office - Mechanical Engineering offer,facility_info
what is HOD Office - Electronics and Communication Engineering used for,facility_info
what is HOD Office - Artificial Intelligence and Data Science used for,facility_info
what facilities are in Computer Lab,facility_info
what services does ATM provide,facility_info
tell me about IT Faculty Room,facility_info
what is Campus Fitness Centre used for,facility_info
what services does Reading Room provide,facility_info
what facilities are in HOD Office - Civil Engineering,facility_info
what services does ROBO Classroom 501 provide,facility_info
tell me about ME Faculty Room,facility_info
tell me about EE Classroom 302,facility_info
what facilities are in EE Faculty Room,facility_info
what is Medical Room used for,facility_info
tell me about AI&DS Classroom 201,facility_info
tell me about Main Auditorium,facility_info
what facilities are in CHE Classroom 401,facility_info
tell me about MBA Faculty Room,facility_info
what services does MBA Classroom 602 provide,facility_info
what facilities are in CE Classroom 401,facility_info
what facilities are in Dean Academic Office,facility_info
what is CSE Department Washrooms used for,facility_info
what is Digital Library used for,facility_info
what is Ground Floor Washrooms used for,facility_info
what facilities are in HOD Office - Chemical Engineering,facility_info
tell me about Artificial Intelligence and Data Science Department,facility_info
what does Robotics and Automation Lab offer,facility_info
what services does AI&DS Classroom 201 provide,facility_info
what facilities are in ROBO Classroom 502,facility_info
what does Hostel Laundry Room offer,facility_info
give me details about BIO Classroom 501,facility_info
what is AI&DS Classroom 202 used for,facility_info
give me details about Medical Room,facility_info
what does AI and Data Science Lab offer,facility_info
give me details about Mechanical Engineering Lab,facility_info
what facilities are in MBA Classroom 601,facility_info
what does Boys Common Room offer,facility_info
give me details about Mechanical Engineering Lab,facility_info
give me details about CHE Faculty Room,facility_info
tell me about Group Study Room,facility_info
what does Biotechnology Lab offer,facility_info
what services does HUM Faculty Room provide,facility_info
tell me about Innovation and Incubation Centre,facility_info
give me details about MBA Classroom 601,facility_info
what services does Civil Department Washrooms provide,facility_info
what is MBA Faculty Room used for,facility_info
tell me about Hostel Office,facility_info
give me details about MBA Faculty Room,facility_info
what does Main Reception offer,facility_info
what is IT Help Desk used for,facility_info
what services does ROBO Classroom 501 provide,facility_info
what services does Student Union provide,facility_info
what services does Information Technology Department provide,facility_info
give me details about Medical Room,facility_info
what is HOD Office - Humanities and Communication Department used for,facility_info
give me details about HOD Office - Artificial Intelligence and Data Science,facility_info
what is CSE Department Washrooms used for,facility_info
what facilities are in Admin Conference Room,facility_info
what is ECE Classroom 202 used for,facility_info
what facilities are in CHE Classroom 401,facility_info
what services does HUM Classroom 602 provide,facility_info
tell me about IT Department Washrooms,facility_info
what is CE Classroom 402 used for,facility_info
what is Hostel Office used for,facility_info
what is Registrar Office used for,facility_info
what facilities are in Student Device Charging Station,facility_info
what is Digital Library used for,facility_info
give me details about HUM Classroom 602,facility_info
what services does Civil Engineering Lab provide,facility_info
what facilities are in Civil Department Washrooms,facility_info
what services does Printing and Copying Room provide,facility_info
what facilities are in Electrical Engineering Department,facility_info
what services does Engineering Chemistry Lab provide,facility_info
what services does Examination Cell provide,facility_info
what services does Dean Academic Office provide,facility_info
who manages document queries,ask_contact
where can visitors ask for help,ask_contact
who manages document queries,ask_contact
who is the contact for Engineering Physics Lab,ask_contact
where can i ask general questions,ask_contact
who should i contact for Mechanical Engineering Department,ask_contact
where can i ask general questions,ask_contact
where can visitors ask for help,ask_contact
where can visitors ask for help,ask_contact
who should i contact for Computer Lab,ask_contact
who should i contact for Printing and Copying Room,ask_contact
who should i contact for Main Auditorium,ask_contact
where can i ask general questions,ask_contact
where can i ask general questions,ask_contact
where can visitors ask for help,ask_contact
who handles hostel issues,ask_contact
who should i contact for HOD Office - Electrical Engineering,ask_contact
who manages document queries,ask_contact
where can visitors ask for help,ask_contact
who manages document queries,ask_contact
where can i ask general questions,ask_contact
where can visitors ask for help,ask_contact
who is the contact for IT Classroom 102,ask_contact
where can visitors ask for help,ask_contact
where can i ask general questions,ask_contact
who is the contact for Innovation and Incubation Centre,ask_contact
where can i ask general questions,ask_contact
who should i contact for AI and Data Science Department Washrooms,ask_contact
where can i ask general questions,ask_contact
where can i ask general questions,ask_contact
who handles hostel issues,ask_contact
who manages document queries,ask_contact
where can i ask general questions,ask_contact
where can visitors ask for help,ask_contact
who manages document queries,ask_contact
who is the contact for Registrar Office,ask_contact
who manages document queries,ask_contact
who handles hostel issues,ask_contact
where can visitors ask for help,ask_contact
where can i ask general questions,ask_contact
who manages document queries,ask_contact
who should i contact for Medical Room,ask_contact
who is the contact for Robotics and Automation Lab,ask_contact
who is the contact for AI&DS Classroom 202,ask_contact
who handles hostel issues,ask_contact
where can visitors ask for help,ask_contact
who is the contact for AI and Data Science Department Washrooms,ask_contact
who handles hostel issues,ask_contact
who manages document queries,ask_contact
who should i contact for Electrical Department Washrooms,ask_contact
who should i contact for Ground Floor Emergency Exit,ask_contact
who manages document queries,ask_contact
who manages document queries,ask_contact
where can i ask general questions,ask_contact
who handles hostel issues,ask_contact
who handles hostel issues,ask_contact
who should i contact for Civil Engineering Department,ask_contact
where can visitors ask for help,ask_contact
where can i ask general questions,ask_contact
where can i ask general questions,ask_contact
where can i ask general questions,ask_contact
who handles hostel issues,ask_contact
who handles hostel issues,ask_contact
who manages document queries,ask_contact
who should i contact for Civil Engineering Department,ask_contact
who is the contact for Registrar Office,ask_contact
who manages document queries,ask_contact
who should i contact for Reading Room,ask_contact
who should i contact for CSE Classroom 101,ask_contact
who should i contact for Electrical Department Washrooms,ask_contact
who should i contact for IT Help Desk,ask_contact
where can visitors ask for help,ask_contact
who should i contact for Security Cabin,ask_contact
who is the contact for HOD Office - Information Technology,ask_contact
who manages document queries,ask_contact
where can i ask general questions,ask_contact
who is the contact for HOD Office - Chemical Engineering,ask_contact
who should i contact for Electronics Lab,ask_contact
who manages document queries,ask_contact
where can visitors ask for help,ask_contact
who manages document queries,ask_contact
who should i contact for Electrical Department Washrooms,ask_contact
who manages document queries,ask_contact
who manages document queries,ask_contact
who should i contact for HOD Office - Electronics and Communication Engineering,ask_contact
where can visitors ask for help,ask_contact
where can visitors ask for help,ask_contact
where can i ask general questions,ask_contact
where can visitors ask for help,ask_contact
where can i ask general questions,ask_contact
where can i ask general questions,ask_contact
where can i ask general questions,ask_contact
who manages document queries,ask_contact
where can visitors ask for help,ask_contact
where can visitors ask for help,ask_contact
where can i ask general questions,ask_contact
who handles hostel issues,ask_contact
who is the contact for ECE Classroom 202,ask_contact
who handles hostel issues,ask_contact
where can i ask general questions,ask_contact
who handles hostel issues,ask_contact
where can i ask general questions,ask_contact
who is the contact for Chemical Engineering Lab,ask_contact
where can i ask general questions,ask_contact
who should i contact for Indoor Games Room,ask_contact
who is the contact for HOD Office - Computer Science Engineering,ask_contact
who should i contact for AI&DS Classroom 202,ask_contact
who handles hostel issues,ask_contact
who is the contact for AI&DS Faculty Room,ask_contact
who should i contact for HOD Office - Robotics and Automation,ask_contact
who should i contact for Library Floor Water Dispenser,ask_contact
who handles hostel issues,ask_contact
who handles hostel issues,ask_contact
who is the contact for Main Cafeteria,ask_contact
who manages document queries,ask_contact
who manages document queries,ask_contact
who handles hostel issues,ask_contact
who handles hostel issues,ask_contact
who is the contact for Girls Hostel,ask_contact
where can i ask general questions,ask_contact
who manages document queries,ask_contact
who handles hostel issues,ask_contact
who handles hostel issues,ask_contact
who handles hostel issues,ask_contact
who should i contact for Library Floor Water Dispenser,ask_contact
who is the contact for Staff Parking Area,ask_contact
who is the contact for Stationery Store,ask_contact
who manages document queries,ask_contact
who should i contact for ME Classroom 301,ask_contact
where can visitors ask for help,ask_contact
where can i ask general questions,ask_contact
who should i contact for CE Faculty Room,ask_contact
where can i ask general questions,ask_contact
who is the contact for Indoor Games Room,ask_contact
who is the contact for HOD Office - Computer Science Engineering,ask_contact
who is the contact for HOD Office - Humanities and Communication Department,ask_contact
who should i contact for Group Study Room,ask_contact
where can i ask general questions,ask_contact
who should i contact for HOD Office - Robotics and Automation,ask_contact
where can i ask general questions,ask_contact
who manages document queries,ask_contact
who handles hostel issues,ask_contact
where can visitors ask for help,ask_contact
who handles hostel issues,ask_contact
where can visitors ask for help,ask_contact
who is the contact for HOD Office - Biotechnology,ask_contact
who should i contact for Engineering Workshop,ask_contact
who should i contact for Training and Placement Cell,ask_contact
who is the contact for Principal Office,ask_contact
who should i contact for Artificial Intelligence and Data Science Department,ask_contact
who manages document queries,ask_contact
where can visitors ask for help,ask_contact
who should i contact for Research and Development Cell,ask_contact
where can i ask general questions,ask_contact
where can visitors ask for help,ask_contact
who is the contact for HOD Office - Chemical Engineering,ask_contact
who handles hostel issues,ask_contact
where can visitors ask for help,ask_contact
where can i ask general questions,ask_contact
who is the contact for IT Classroom 101,ask_contact
who manages document queries,ask_contact
where can visitors ask for help,ask_contact
where can i ask general questions,ask_contact
who handles hostel issues,ask_contact
who handles hostel issues,ask_contact
who manages document queries,ask_contact
where can i ask general questions,ask_contact
where can visitors ask for help,ask_contact
who handles hostel issues,ask_contact
who manages document queries,ask_contact
who is the contact for HOD Office - Humanities and Communication Department,ask_contact
who handles hostel issues,ask_contact
where can i ask general questions,ask_contact
who should i contact for Hostel Mess,ask_contact
who manages document queries,ask_contact
where can visitors ask for help,ask_contact
who handles hostel issues,ask_contact
who should i contact for Robotics Department Washrooms,ask_contact
who handles hostel issues,ask_contact
who handles hostel issues,ask_contact
who manages document queries,ask_contact
where can visitors ask for help,ask_contact
where can visitors ask for help,ask_contact
who handles hostel issues,ask_contact
who should i contact for Main Reception,ask_contact
who should i contact for Chemical Department Washrooms,ask_contact
who is the contact for Innovation and Incubation Centre,ask_contact
where can i ask general questions,ask_contact
where can i ask general questions,ask_contact
who is the contact for Electronics and Communication Engineering Department,ask_contact
where can i ask general questions,ask_contact
where can i ask general questions,ask_contact
where can visitors ask for help,ask_contact
who manages document queries,ask_contact
who manages document queries,ask_contact
who manages document queries,ask_contact
who is the contact for BIO Faculty Room,ask_contact
where can visitors ask for help,ask_contact
where can visitors ask for help,ask_contact
who is the contact for ECE Classroom 202,ask_contact
who is the contact for HUM Faculty Room,ask_contact
who handles hostel issues,ask_contact
where can visitors ask for help,ask_contact
who handles hostel issues,ask_contact
who is the contact for ME Faculty Room,ask_contact
where can i ask general questions,ask_contact
who is the contact for BIO Classroom 501,ask_contact
who manages document queries,ask_contact
who should i contact for Girls Hostel,ask_contact
where can visitors ask for help,ask_contact
where can i ask general questions,ask_contact
who should i contact for Electrical Department Washrooms,ask_contact
where can visitors ask for help,ask_contact
who is the contact for AI and Data Science Department Washrooms,ask_contact
who should i contact for Printing and Copying Room,ask_contact
where can visitors ask for help,ask_contact
who is the contact for Campus Bus Stop,ask_contact
who handles hostel issues,ask_contact
where can i ask general questions,ask_contact
who handles hostel issues,ask_contact
where can visitors ask for help,ask_contact
where can visitors ask for help,ask_contact
who should i contact for HOD Office - Mechanical Engineering,ask_contact
who handles hostel issues,ask_contact
who handles hostel issues,ask_contact
who manages document queries,ask_contact
who manages document queries,ask_contact
who is the contact for Electrical Engineering Department,ask_contact
who manages document queries,ask_contact
where can i ask general questions,ask_contact
who manages document queries,ask_contact
who handles hostel issues,ask_contact
where can i ask general questions,ask_contact
who manages document queries,ask_contact
where can visitors ask for help,ask_contact
where can i ask general questions,ask_contact
who handles hostel issues,ask_contact
who handles hostel issues,ask_contact
who should i contact for HOD Office - Mechanical Engineering,ask_contact
where can i ask general questions,ask_contact
who is the contact for Biotechnology Department,ask_contact
who is the contact for ME Classroom 301,ask_contact
who manages document queries,ask_contact
who is the contact for Hostel Laundry Room,ask_contact
who manages document queries,ask_contact
where can i ask general questions,ask_contact
who is the contact for Student Counselling Room,ask_contact
who should i contact for Staff Parking Area,ask_contact
who is the contact for Engineering Chemistry Lab,ask_contact
where can visitors ask for help,ask_contact
where can visitors ask for help,ask_contact
who handles hostel issues,ask_contact
where can i ask general questions,ask_contact
where can i ask general questions,ask_contact
where can visitors ask for help,ask_contact
who is the contact for Final Year Project Lab,ask_contact
who manages document queries,ask_contact
where can i ask general questions,ask_contact
who manages document queries,ask_contact
where can visitors ask for help,ask_contact
who is the contact for Indoor Games Room,ask_contact
where can i ask general questions,ask_contact
where can i ask general questions,ask_contact
who manages document queries,ask_contact
where can visitors ask for help,ask_contact
who should i contact for HOD Office - Chemical Engineering,ask_contact
who is the contact for AI and Data Science Department Washrooms,ask_contact
who is the contact for Security Cabin,ask_contact
who should i contact for ROBO Faculty Room,ask_contact
where can i ask general questions,ask_contact
who handles hostel issues,ask_contact
where can i ask general questions,ask_contact
where can visitors ask for help,ask_contact
who is the contact for Electrical Machines and Power Systems Lab,ask_contact
who is the contact for Ground Floor Emergency Exit,ask_contact
where can visitors ask for help,ask_contact
who manages document queries,ask_contact
who handles hostel issues,ask_contact
where can visitors ask for help,ask_contact
where can visitors ask for help,ask_contact
who is the contact for Final Year Project Lab,ask_contact
where can visitors ask for help,ask_contact
where can i ask general questions,ask_contact
where can i ask general questions,ask_contact
where can i ask general questions,ask_contact
where can visitors ask for help,ask_contact
who should i contact for Security Cabin,ask_contact
who should i contact for Boys Common Room,ask_contact
who should i contact for Management Department,ask_contact
who is the contact for Campus Fitness Centre,ask_contact
who is the contact for First Floor Washrooms,ask_contact
who is the contact for IT Help Desk,ask_contact
where can visitors ask for help,ask_contact
who handles hostel issues,ask_contact
where can visitors ask for help,ask_contact
where can i ask general questions,ask_contact
who handles hostel issues,ask_contact
where can visitors ask for help,ask_contact
who handles hostel issues,ask_contact
where can visitors ask for help,ask_contact
what does Civil Engineering department offer,ask_department
what labs are in Information Technology,ask_department
what does Chemical Engineering department offer,ask_department
which floor is Chemical Engineering department,ask_department
what does Management department offer,ask_department
which floor is Chemical Engineering department,ask_department
what labs are in Biotechnology,ask_department
what labs are in Artificial Intelligence and Data Science,ask_department
what does Biotechnology department offer,ask_department
tell me about Biotechnology,ask_department
what does Mechanical Engineering department offer,ask_department
tell me about Management,ask_department
tell me about Civil Engineering,ask_department
what labs are in Biotechnology,ask_department
tell me about Chemical Engineering,ask_department
what labs are in Biotechnology,ask_department
what does Civil Engineering department offer,ask_department
which floor is Electrical Engineering department,ask_department
what labs are in Humanities and Communication,ask_department
what does Biotechnology department offer,ask_department
what does Humanities and Communication department offer,ask_department
tell me about Mechanical Engineering,ask_department
what does Electrical Engineering department offer,ask_department
what labs are in Electrical Engineering,ask_department
what labs are in Artificial Intelligence and Data Science,ask_department
what labs are in Electrical Engineering,ask_department
where is Chemical Engineering department,ask_department
where is Chemical Engineering department,ask_department
where is Information Technology department,ask_department
what labs are in Robotics and Automation,ask_department
what labs are in Chemical Engineering,ask_department
tell me about Management,ask_department
tell me about Information Technology,ask_department
where is Management department,ask_department
which floor is Chemical Engineering department,ask_department
which floor is Electrical Engineering department,ask_department
what does Robotics and Automation department offer,ask_department
which floor is Computer Science Engineering department,ask_department
tell me about Civil Engineering,ask_department
what does Mechanical Engineering department offer,ask_department
which floor is Electrical Engineering department,ask_department
what labs are in Management,ask_department
which floor is Biotechnology department,ask_department
what does Civil Engineering department offer,ask_department
what labs are in Humanities and Communication,ask_department
which floor is Computer Science Engineering department,ask_department
what does Artificial Intelligence and Data Science department offer,ask_department
what does Civil Engineering department offer,ask_department
which floor is Artificial Intelligence and Data Science department,ask_department
which floor is Chemical Engineering department,ask_department
what does Electronics and Communication Engineering department offer,ask_department
which floor is Mechanical Engineering department,ask_department
tell me about Management,ask_department
where is Biotechnology department,ask_department
what labs are in Mechanical Engineering,ask_department
what labs are in Chemical Engineering,ask_department
what labs are in Information Technology,ask_department
what labs are in Robotics and Automation,ask_department
which floor is Information Technology department,ask_department
which floor is Computer Science Engineering department,ask_department
tell me about Biotechnology,ask_department
what does Information Technology department offer,ask_department
tell me about Artificial Intelligence and Data Science,ask_department
what does Artificial Intelligence and Data Science department offer,ask_department
what labs are in Mechanical Engineering,ask_department
what labs are in Biotechnology,ask_department
what labs are in Robotics and Automation,ask_department
tell me about Artificial Intelligence and Data Science,ask_department
tell me about Electronics and Communication Engineering,ask_department
where is Artificial Intelligence and Data Science department,ask_department
where is Management department,ask_department
what does Electronics and Communication Engineering department offer,ask_department
what does Computer Science Engineering department offer,ask_department
which floor is Civil Engineering department,ask_department
tell me about Electrical Engineering,ask_department
which floor is Chemical Engineering department,ask_department
what labs are in Chemical Engineering,ask_department
where is Humanities and Communication department,ask_department
where is Electrical Engineering department,ask_department
where is Humanities and Communication department,ask_department
where is Computer Science Engineering department,ask_department
what labs are in Electronics and Communication Engineering,ask_department
tell me about Computer Science Engineering,ask_department
which floor is Management department,ask_department
which floor is Artificial Intelligence and Data Science department,ask_department
what does Mechanical Engineering department offer,ask_department
tell me about Computer Science Engineering,ask_department
where is Robotics and Automation department,ask_department
what does Humanities and Communication department offer,ask_department
where is Chemical Engineering department,ask_department
what does Management department offer,ask_department
what labs are in Robotics and Automation,ask_department
tell me about Chemical Engineering,ask_department
which floor is Electrical Engineering department,ask_department
where is Electronics and Communication Engineering department,ask_department
what labs are in Biotechnology,ask_department
what does Artificial Intelligence and Data Science department offer,ask_department
what labs are in Information Technology,ask_department
what does Electronics and Communication Engineering department offer,ask_department
where is Robotics and Automation department,ask_department
what does Electrical Engineering department offer,ask_department
what labs are in Information Technology,ask_department
tell me about Electronics and Communication Engineering,ask_department
what labs are in Chemical Engineering,ask_department
tell me about Artificial Intelligence and Data Science,ask_department
where is Information Technology department,ask_department
what labs are in Biotechnology,ask_department
which floor is Electrical Engineering department,ask_department
where is Mechanical Engineering department,ask_department
which floor is Computer Science Engineering department,ask_department
tell me about Mechanical Engineering,ask_department
what labs are in Electronics and Communication Engineering,ask_department
which floor is Artificial Intelligence and Data Science department,ask_department
which floor is Computer Science Engineering department,ask_department
what labs are in Computer Science Engineering,ask_department
where is Humanities and Communication department,ask_department
what does Robotics and Automation department offer,ask_department
what labs are in Artificial Intelligence and Data Science,ask_department
where is Mechanical Engineering department,ask_department
tell me about Chemical Engineering,ask_department
what does Artificial Intelligence and Data Science department offer,ask_department
what does Computer Science Engineering department offer,ask_department
what does Biotechnology department offer,ask_department
what does Management department offer,ask_department
what labs are in Biotechnology,ask_department
which floor is Chemical Engineering department,ask_department
which floor is Civil Engineering department,ask_department
what does Civil Engineering department offer,ask_department
where is Electrical Engineering department,ask_department
what labs are in Computer Science Engineering,ask_department
tell me about Biotechnology,ask_department
which floor is Robotics and Automation department,ask_department
where is Management department,ask_department
which floor is Mechanical Engineering department,ask_department
where is Electronics and Communication Engineering department,ask_department
what does Management department offer,ask_department
what labs are in Biotechnology,ask_department
which floor is Electronics and Communication Engineering department,ask_department
what labs are in Management,ask_department
what does Electronics and Communication Engineering department offer,ask_department
what does Humanities and Communication department offer,ask_department
which floor is Mechanical Engineering department,ask_department
where is Robotics and Automation department,ask_department
which floor is Chemical Engineering department,ask_department
what labs are in Electrical Engineering,ask_department
which floor is Civil Engineering department,ask_department
which floor is Management department,ask_department
tell me about Humanities and Communication,ask_department
what does Humanities and Communication department offer,ask_department
where is Artificial Intelligence and Data Science department,ask_department
what labs are in Electrical Engineering,ask_department
where is Biotechnology department,ask_department
what does Chemical Engineering department offer,ask_department
which floor is Biotechnology department,ask_department
what labs are in Electronics and Communication Engineering,ask_department
tell me about Chemical Engineering,ask_department
where is Management department,ask_department
what does Management department offer,ask_department
what labs are in Civil Engineering,ask_department
which floor is Computer Science Engineering department,ask_department
what labs are in Civil Engineering,ask_department
what does Electronics and Communication Engineering department offer,ask_department
where is Robotics and Automation department,ask_department
what does Robotics and Automation department offer,ask_department
what does Artificial Intelligence and Data Science department offer,ask_department
where is Electrical Engineering department,ask_department
where is Electrical Engineering department,ask_department
what does Chemical Engineering department offer,ask_department
what does Management department offer,ask_department
where is Electronics and Communication Engineering department,ask_department
which floor is Information Technology department,ask_department
which floor is Management department,ask_department
where is Information Technology department,ask_department
tell me about Information Technology,ask_department
what labs are in Biotechnology,ask_department
what labs are in Electronics and Communication Engineering,ask_department
what labs are in Electronics and Communication Engineering,ask_department
what labs are in Computer Science Engineering,ask_department
what does Information Technology department offer,ask_department
which floor is Humanities and Communication department,ask_department
which floor is Biotechnology department,ask_department
tell me about Artificial Intelligence and Data Science,ask_department
which floor is Chemical Engineering department,ask_department
where is Humanities and Communication department,ask_department
what labs are in Mechanical Engineering,ask_department
where is Information Technology department,ask_department
what does Biotechnology department offer,ask_department
what labs are in Electronics and Communication Engineering,ask_department
where is Management department,ask_department
where is Electronics and Communication Engineering department,ask_department
tell me about Humanities and Communication,ask_department
which floor is Mechanical Engineering department,ask_department
tell me about Electrical Engineering,ask_department
what does Management department offer,ask_department
what labs are in Computer Science Engineering,ask_department
tell me about Robotics and Automation,ask_department
tell me about Electrical Engineering,ask_department
what labs are in Humanities and Communication,ask_department
which floor is Information Technology department,ask_department
which floor is Biotechnology department,ask_department
tell me about Chemical Engineering,ask_department
what labs are in Computer Science Engineering,ask_department
which floor is Mechanical Engineering department,ask_department
where is Mechanical Engineering department,ask_department
what does Information Technology department offer,ask_department
tell me about Biotechnology,ask_department
what does Information Technology department offer,ask_department
what labs are in Management,ask_department
what labs are in Artificial Intelligence and Data Science,ask_department
what labs are in Humanities and Communication,ask_department
what does Information Technology department offer,ask_department
what does Computer Science Engineering department offer,ask_department
tell me about Electronics and Communication Engineering,ask_department
what labs are in Computer Science Engineering,ask_department
which floor is Management department,ask_department
which floor is Information Technology department,ask_department
where is Humanities and Communication department,ask_department
what does Artificial Intelligence and Data Science department offer,ask_department
which floor is Robotics and Automation department,ask_department
what labs are in Computer Science Engineering,ask_department
what does Information Technology department offer,ask_department
tell me about Biotechnology,ask_department
which floor is Electronics and Communication Engineering department,ask_department
what does Civil Engineering department offer,ask_department
where is Humanities and Communication department,ask_department
what does Computer Science Engineering department offer,ask_department
tell me about Electronics and Communication Engineering,ask_department
what does Humanities and Communication department offer,ask_department
what labs are in Biotechnology,ask_department
what labs are in Robotics and Automation,ask_department
which floor is Information Technology department,ask_department
tell me about Mechanical Engineering,ask_department
where is Electrical Engineering department,ask_department
which floor is Artificial Intelligence and Data Science department,ask_department
what does Chemical Engineering department offer,ask_department
tell me about Artificial Intelligence and Data Science,ask_department
tell me about Information Technology,ask_department
tell me about Information Technology,ask_department
what labs are in Electrical Engineering,ask_department
where is Humanities and Communication department,ask_department
which floor is Information Technology department,ask_department
tell me about Electronics and Communication Engineering,ask_department
where is Electronics and Communication Engineering department,ask_department
what does Information Technology department offer,ask_department
which floor is Computer Science Engineering department,ask_department
where is Computer Science Engineering department,ask_department
where is Robotics and Automation department,ask_department
where is Humanities and Communication department,ask_department
tell me about Artificial Intelligence and Data Science,ask_department
which floor is Information Technology department,ask_department
what does Humanities and Communication department offer,ask_department
what labs are in Electronics and Communication Engineering,ask_department
what labs are in Artificial Intelligence and Data Science,ask_department
what labs are in Electrical Engineering,ask_department
what labs are in Information Technology,ask_department
what labs are in Information Technology,ask_department
what does Mechanical Engineering department offer,ask_department
tell me about Robotics and Automation,ask_department
tell me about Humanities and Communication,ask_department
where is Electrical Engineering department,ask_department
which floor is Civil Engineering department,ask_department
where is Civil Engineering department,ask_department
what labs are in Electrical Engineering,ask_department
what does Robotics and Automation department offer,ask_department
where is Chemical Engineering department,ask_department
what does Management department offer,ask_department
what does Biotechnology department offer,ask_department
tell me about Humanities and Communication,ask_department
what does Mechanical Engineering department offer,ask_department
tell me about Information Technology,ask_department
where is Management department,ask_department
what does Chemical Engineering department offer,ask_department
where is Management department,ask_department
what labs are in Robotics and Automation,ask_department
tell me about Civil Engineering,ask_department
what labs are in Civil Engineering,ask_department
which floor is Computer Science Engineering department,ask_department
what labs are in Electrical Engineering,ask_department
what does Humanities and Communication department offer,ask_department
tell me about Robotics and Automation,ask_department
which floor is Humanities and Communication department,ask_department
tell me about Robotics and Automation,ask_department
what labs are in Computer Science Engineering,ask_department
what labs are in Electronics and Communication Engineering,ask_department
which floor is Electrical Engineering department,ask_department
what does Artificial Intelligence and Data Science department offer,ask_department
where is Electronics and Communication Engineering department,ask_department
what labs are in Humanities and Communication,ask_department
where is Electronics and Communication Engineering department,ask_department
what does Robotics and Automation department offer,ask_department
what does Civil Engineering department offer,ask_department
what does Management department offer,ask_department
where is Computer Science Engineering department,ask_department
tell me about Mechanical Engineering,ask_department
tell me about Humanities and Communication,ask_department
where is Information Technology department,ask_department
what labs are in Information Technology,ask_department
where is Chemical Engineering department,ask_department
where is Chemical Engineering department,ask_department
which floor is Artificial Intelligence and Data Science department,ask_department
who won the match,fallback
tell me the time,fallback
play some music,fallback
where can i find a boyfriend,fallback
tell me a joke,fallback
best place to propose,fallback
how do i cook pasta,fallback
i want to propose a girl,fallback
what movie should i watch,fallback
i want to propose a girl,fallback
what is the news today,fallback
book me a flight,fallback
tell me a joke,fallback
who is the president,fallback
what movie should i watch,fallback
what is todays date,fallback
what is love,fallback
what is love,fallback
where can i find a boyfriend,fallback
what day is today,fallback
tell me about relationships,fallback
what is the weather,fallback
how do i meet new people,fallback
tell me about relationships,fallback
where can i meet a girlfriend,fallback
where can i make friends,fallback
how do i talk to girls,fallback
tell me the time,fallback
who is the president,fallback
where can i make friends,fallback
what is bitcoin price,fallback
where can i meet a girlfriend,fallback
who is the president,fallback
what time is it,fallback
what year is it,fallback
play some music,fallback
book me a flight,fallback
what movie should i watch,fallback
suggest a romantic spot,fallback
how do i cook pasta,fallback
how do i cook pasta,fallback
what movie should i watch,fallback
what year is it,fallback
suggest a romantic spot,fallback
where can i meet a girlfriend,fallback
book me a flight,fallback
what day is today,fallback
what is the weather,fallback
where can i make friends,fallback
how do i cook pasta,fallback
where can i meet a girlfriend,fallback
where can i meet a girlfriend,fallback
what year is it,fallback
what is the news today,fallback
what day is today,fallback
how do i cook pasta,fallback
book me a flight,fallback
best place to propose,fallback
play some music,fallback
what is bitcoin price,fallback
what is todays date,fallback
