query,intent,query_len,label
where can i print assignment,service_query,5,19
placement cell opening hours,ask_placement,4,9
where is Electronics and Communication Engineering department,ask_department,7,3
where do students hang out,social_life,5,20
job fair at campus,ask_placement,4,9
what is Registrar Office used for,facility_info,6,12
is Coffee Kiosk open now,ask_hours,5,8
academic excellence award,ask_scholarship,3,10
what year is it,fallback,4,14
where do lecturers sit,faculty_query,4,13
hostel room availability,ask_hostel,3,7
where to get admission brochure,ask_admission,5,0
I miss home tips for new students,social_life,7,20
how to get admission in computer science,ask_admission,7,0
tell me about ATM,facility_info,4,12
coding competition details,ask_fest,3,6
hostel gate pass procedure,ask_hostel,4,7
any guest lecture today,ask_event,4,4
resume building workshop,ask_placement,3,9
what is Engineering Workshop used for,facility_info,6,12
i injured myself,emergency,3,11
lost my laptop,lost_found,3,16
where can visitors ask for help,ask_contact,6,2
where can i ask general questions,ask_contact,6,2
where is the hod office of Electronics and Communication Engineering,faculty_query,10,13
i am bleeding,emergency,3,11
language learning club,ask_club,3,1
what are the timings of BIO Faculty Room,ask_hours,8,8
what services does Mechanical Engineering Lab provide,facility_info,7,12
is there a girls hostel,ask_hostel,5,7
how to network with students,social_life,5,20
is the library open now,ask_hours,5,8
lost my laptop,lost_found,3,16
internet is not working on my laptop,service_query,7,19
i need a no objection certificate,service_query,6,19
from cse to gym,find_location,4,15
industry visit schedule,ask_placement,3,9
give me details about ECE Classroom 202,facility_info,7,12
meeting classmates outside class,social_life,4,20
fee concession process,ask_scholarship,3,10
where can visitors ask for help,ask_contact,6,2
where is Dean Academic Office,find_location,5,15
where can i meet my professor,faculty_query,6,13
debate society details,ask_club,3,1
show me the way to IT Department Washrooms,find_location,8,15
debate competition details,ask_fest,3,6
need based scholarship,ask_scholarship,3,10
i need a peaceful place to work,recommend_place,7,18
who handles hostel issues,ask_contact,4,2
where is the it helpdesk,service_query,5,19
where can i sit with laptop,recommend_place,6,18
i think someone stole my phone,lost_found,6,16
friday special menu,menu_query,3,17
menu for today,menu_query,3,17
dance competition on campus,ask_fest,4,6
how do I register as a new student,ask_admission,8,0
scholarship office location,ask_scholarship,3,10
how to get marksheet,ask_exam,4,5
coffee price,menu_query,2,17
is HOD Office - Civil Engineering open now,ask_hours,8,8
price of tea,menu_query,3,17
robotics competition schedule,ask_fest,3,6
how much is coffee,menu_query,4,17
how to apply for re-evaluation,ask_exam,5,5
art exhibition schedule,ask_fest,3,6
where can I hang out on campus,social_life,7,20
how to get marksheet,ask_exam,4,5
where is Information Technology department,ask_department,5,3
industry visit schedule,ask_placement,3,9
is Information Technology Department open now,ask_hours,6,8
i found a phone on campus,lost_found,6,16
where do lecturers sit,faculty_query,4,13
yoga club schedule,ask_club,3,1
who manages document queries,ask_contact,4,2
boys hostel details,ask_hostel,3,7
who is the president,fallback,4,14
where is Civil Engineering staff room,faculty_query,6,13
i twisted my ankle,emergency,4,11
weekend activities on campus,social_life,4,20
is there a nice outdoor spot on campus,recommend_place,8,18
price of samosa,menu_query,3,17
transcript request process,ask_exam,3,5
hostel gate pass procedure,ask_hostel,4,7
i feel dizzy,emergency,3,11
what is Registrar Office used for,facility_info,6,12
dance club on campus,ask_club,4,1
hostel common room timing,ask_hostel,4,7
which companies come for recruitment,ask_placement,5,9
hostel rules and regulations,ask_hostel,4,7
show me upcoming events,ask_event,4,4
how do i go from Management Department to the library,find_location,10,15
what is on today,ask_event,4,4
fee waiver process,ask_scholarship,3,10
take me to Chemical Engineering Lab,find_location,6,15
anything happening on campus,ask_event,4,4
how to get student id reissued,service_query,6,19
tell me about relationships,fallback,4,14
where can i take a break between classes,recommend_place,8,18
is there a girls hostel,ask_hostel,5,7
farewell party for final year,ask_fest,5,6
is there a coding club,ask_club,5,1
what labs are in Biotechnology,ask_department,5,3
admission for transfer students,ask_admission,4,0
inter college competition,ask_fest,3,6
when is Registrar Office open,ask_hours,5,8
bursary for students,ask_scholarship,3,10
who handles hostel issues,ask_contact,4,2
from library to cafeteria,find_location,4,15
scholarship interview process,ask_scholarship,3,10
career guidance sessions,ask_placement,3,9
salary packages for graduates,ask_placement,4,9
what is on the menu today,menu_query,6,17
how to get involved in campus activities,social_life,7,20
how to get marksheet,ask_exam,4,5
how do i meet new people,fallback,6,14
what day is today,fallback,4,14
where can i get bonafide certificate,service_query,6,19
club fair on campus,ask_club,4,1
where can i study quietly,recommend_place,5,18
language learning club,ask_club,3,1
where do lecturers sit,faculty_query,4,13
merit list for admission,ask_admission,4,0
where to pay admission fees,ask_admission,5,0
where is Humanities and Communication faculty room,faculty_query,7,13
where can i scan documents,service_query,5,19
where can i charge my laptop,service_query,6,19
where is Robotics and Automation faculty room,faculty_query,7,13
where do lecturers sit,faculty_query,4,13
what is love,fallback,3,14
what is on today,ask_event,4,4
student enrollment process,ask_admission,3,0
anything happening on campus,ask_event,4,4
hostel canteen timing,ask_hostel,3,7
i hurt my hand,emergency,4,11
technical fest schedule,ask_fest,3,6
admission process for MBA,ask_admission,4,0
show me upcoming events,ask_event,4,4
who should i contact for Robotics Department Washrooms,ask_contact,8,2
where is HOD Office - Chemical Engineering,find_location,7,15
where can i return books,service_query,5,19
where can i get lunch,menu_query,5,17
where do teachers sit in Electronics and Communication Engineering,faculty_query,9,13
new student orientation details,ask_admission,4,0
how to get a student ID after admission,ask_admission,8,0
sports scholarship campus,ask_scholarship,3,10
what does Robotics and Automation department offer,ask_department,7,3
navigate to Chemical Engineering Department,find_location,5,15
tell me about EE Classroom 302,facility_info,6,12
how to get a student ID after admission,ask_admission,8,0
where can i ask general questions,ask_contact,6,2
where can i sit and focus on my assignment,recommend_place,9,18
show me upcoming events,ask_event,4,4
weekend activities on campus,social_life,4,20
best place to read on campus,recommend_place,6,18
where is the library,find_location,4,15
i want to propose a girl,fallback,6,14
what does Information Technology department offer,ask_department,6,3
highest package in placements,ask_placement,4,9
how to get a student ID after admission,ask_admission,8,0
student ambassador programme,ask_club,3,1
any guest lecture today,ask_event,4,4
grace marks policy,ask_exam,3,5
tell me about Girls Hostel,facility_info,5,12
placement statistics this year,ask_placement,4,9
how to get involved in campus activities,social_life,7,20
social clubs for students,social_life,4,20
how do I apply for admission,ask_admission,6,0
how to register for the fest,ask_fest,6,6
what movie should i watch,fallback,5,14
i need bandage,emergency,3,11
where can i find Humanities and Communication Department,find_location,8,15
film club at university,ask_club,4,1
price of samosa,menu_query,3,17
student social events this week,social_life,5,20
hostel rules and regulations,ask_hostel,4,7
my laptop battery died where can i charge,service_query,8,19
job fair at campus,ask_placement,4,9
hostel notice board,ask_hostel,3,7
i am having trouble breathing,emergency,5,11
how do i meet new people,fallback,6,14
coding competition details,ask_fest,3,6
international student social events,social_life,4,20
is there a coding club,ask_club,5,1
mid semester exam dates,ask_exam,4,5
gaming club details,ask_club,3,1
what workshops are happening,ask_event,4,4
what services does ME Faculty Room provide,facility_info,7,12
how to get fee relaxation,ask_scholarship,5,10
where can visitors ask for help,ask_contact,6,2
what is the fee structure,ask_admission,5,0
where is Biotechnology department,ask_department,4,3
what workshops are happening,ask_event,4,4
how do i meet new people,fallback,6,14
where do lecturers sit,faculty_query,4,13
exam fee payment deadline,ask_exam,4,5
where can i print assignment,service_query,5,19
where is the it helpdesk,service_query,5,19
where is Chemical Engineering department,ask_department,5,3
how to apply for re-evaluation,ask_exam,5,5
what year is it,fallback,4,14
how to apply for exam leave,ask_exam,6,5
financial aid office location,ask_scholarship,4,10
how to check exam results online,ask_exam,6,5
can i pay with student card,menu_query,6,17
is HOD Office - Management Department open now,ask_hours,8,8
merit scholarship details,ask_scholarship,3,10
where is medical room,emergency,4,11
how to register for placements,ask_placement,5,9
how do i meet new people,fallback,6,14
where is Biotechnology Department Washrooms,find_location,5,15
quiz competition campus,ask_fest,3,6
who handles hostel issues,ask_contact,4,2
aptitude test for placements,ask_placement,4,9
scholarship amount details,ask_scholarship,3,10
lost property office,lost_found,3,16
who is the placement officer,ask_placement,5,9
where can i scan documents,service_query,5,19
what is bitcoin price,fallback,4,14
any seminar this week,ask_event,4,4
grace marks policy,ask_exam,3,5
campus life tips for freshers,social_life,5,20
what food is available now,menu_query,5,17
scholarship application form,ask_scholarship,3,10
where to apply for financial aid,ask_scholarship,6,10
where can i ask general questions,ask_contact,6,2
admission process for MBA,ask_admission,4,0
what is the last date for admission,ask_admission,7,0
i twisted my ankle,emergency,4,11
where can i get medical help,emergency,6,11
who handles admissions,ask_admission,3,0
supplementary exam dates,ask_exam,3,5
who manages document queries,ask_contact,4,2
where can i issue books,service_query,5,19
where can i meet my project supervisor,faculty_query,7,13
where can i do group study,recommend_place,6,18
i found a bag in the classroom,lost_found,7,16
cultural night programme,ask_fest,3,6
cultural fest this year,ask_fest,4,6
entrepreneurship summit,ask_fest,2,6
who is the president,fallback,4,14
suggest a romantic spot,fallback,4,14
is there a girls hostel,ask_hostel,5,7
how to socialise at university,social_life,5,20
hostel notice board,ask_hostel,3,7
salary packages for graduates,ask_placement,4,9
lost my wallet,lost_found,3,16
suggest a quiet study place,recommend_place,5,18
what does MBA Classroom 602 offer,facility_info,6,12
where is the hostel,ask_hostel,4,7
art exhibition schedule,ask_fest,3,6
induction programme for new students,ask_admission,5,0
where can i print assignment,service_query,5,19
where can i sit with laptop,recommend_place,6,18
film club at university,ask_club,4,1
how to apply for re-evaluation,ask_exam,5,5
show me upcoming events,ask_event,4,4
how to register for the fest,ask_fest,6,6
how to check exam results online,ask_exam,6,5
club fair on campus,ask_club,4,1
suggest a quiet study place,recommend_place,5,18
cultural fest this year,ask_fest,4,6
how to socialise at university,social_life,5,20
which floor is Mechanical Engineering department,ask_department,6,3
eligibility criteria for BTech,ask_admission,4,0
campus community events,social_life,3,20
lost my laptop,lost_found,3,16
any seminar this week,ask_event,4,4
where can i find Hostel Office,find_location,6,15
what is on today,ask_event,4,4
project submission deadline,ask_exam,3,5
my wifi is not working,service_query,5,19
is Management Department open today,ask_hours,5,8
where can I hang out on campus,social_life,7,20
i accidentally cut myself,emergency,4,11
play some music,fallback,3,14
government scholarship details,ask_scholarship,3,10
how do i cook pasta,fallback,5,14
what snacks are available,menu_query,4,17
what is on the menu today,menu_query,6,17
where can i study quietly,recommend_place,5,18
what does Mechanical Engineering department offer,ask_department,6,3
i need bandage,emergency,3,11
supplementary exam dates,ask_exam,3,5
entrepreneurship summit,ask_fest,2,6
is the library open now,ask_hours,5,8
language learning club,ask_club,3,1
activities to meet people campus,social_life,5,20
scholarship renewal process,ask_scholarship,3,10
what labs are in Artificial Intelligence and Data Science,ask_department,9,3
how much does lunch cost,menu_query,5,17
arrear examination details,ask_exam,3,5
i feel nauseated and dizzy,emergency,5,11
hostel common room timing,ask_hostel,4,7
i feel sick,emergency,3,11
lost my wallet,lost_found,3,16
result announcement date,ask_exam,3,5
is cafeteria open on sunday,ask_hours,5,8
robotics competition schedule,ask_fest,3,6
where can i get wifi password,service_query,6,19
someone stole my laptop what do i do,lost_found,8,16
entrepreneurship summit,ask_fest,2,6
is there any scholarship available,ask_scholarship,5,10
staff room for Robotics and Automation,faculty_query,6,13
is the library open now,ask_hours,5,8
suggest a calm place on campus,recommend_place,6,18
suggest a calm place on campus,recommend_place,6,18
where is Mechanical Engineering staff room,faculty_query,6,13
where can visitors ask for help,ask_contact,6,2
what are the timings of Security Cabin,ask_hours,7,8
how does campus placement work,ask_placement,5,9
film club at university,ask_club,4,1
where can i study peacefully,recommend_place,5,18
tell me about Digital Library,facility_info,5,12
what is Innovation and Incubation Centre used for,facility_info,8,12
give me details about Indoor Games Room,facility_info,7,12
how to socialise at university,social_life,5,20
how to register for placements,ask_placement,5,9
what facilities are in ME Classroom 301,facility_info,7,12
who handles hostel issues,ask_contact,4,2
tell me about Robotics Department Washrooms,facility_info,6,12
give me details about Main Lift Area,facility_info,7,12
i found keys near the cafeteria,lost_found,6,16
which floor is Humanities and Communication Department,find_location,7,15
i have chest pain,emergency,4,11
placement for MBA students,ask_placement,4,9
who is the contact for HOD Office - Biotechnology,ask_contact,9,2
tell me about Humanities and Communication,ask_department,6,3
how do i go from Ground Floor Water Dispenser to the library,find_location,12,15
what do students do for fun,social_life,6,20
is the library open now,ask_hours,5,8
i lost my bag,lost_found,4,16
where can i ask general questions,ask_contact,6,2
how to get marksheet,ask_exam,4,5
transcript request process,ask_exam,3,5
which floor is Civil Engineering department,ask_department,6,3
where can i study peacefully,recommend_place,5,18
suggest a quiet study place,recommend_place,5,18
how to join a club,ask_club,5,1
price of samosa,menu_query,3,17
my laptop battery died where can i charge,service_query,8,19
show me upcoming events,ask_event,4,4
what is today menu,menu_query,4,17
degree certificate collection,ask_exam,3,5
where is the canteen,find_location,4,15
where can I get career counselling,ask_placement,6,9
where can i sit and focus on my assignment,recommend_place,9,18
when are the exams,ask_exam,4,5
buddy programme for new students,social_life,5,20
someone stole my laptop what do i do,lost_found,8,16
any events today,ask_event,3,4
any seminar this week,ask_event,4,4
i found a bag in the classroom,lost_found,7,16
where can visitors ask for help,ask_contact,6,2
what workshops are happening,ask_event,4,4
placement cell opening hours,ask_placement,4,9
i need to charge my phone urgently,service_query,7,19
music fest at university,ask_fest,4,6
where can i make friends,fallback,5,14
language learning club,ask_club,3,1
how to check exam results online,ask_exam,6,5
what facilities are in Mechanical Engineering Department,facility_info,7,12
hostel common room timing,ask_hostel,4,7
supplementary exam dates,ask_exam,3,5
where can visitors ask for help,ask_contact,6,2
where can i relax after class,recommend_place,6,18
what time does the gym open,ask_hours,6,8
from civil to mechanical,find_location,4,15
when is the annual fest,ask_fest,5,6
i need emergency help,emergency,4,11
academic excellence award,ask_scholarship,3,10
who handles hostel issues,ask_contact,4,2
student ambassador programme,ask_club,3,1
where is Chemical Engineering staff room,faculty_query,6,13
who should i contact for ME Classroom 301,ask_contact,8,2
what facilities are in CE Faculty Room,facility_info,7,12
who organises the annual day,ask_fest,5,6
take me to IT Classroom 102,find_location,6,15
who handles hostel issues,ask_contact,4,2
is cafeteria open on sunday,ask_hours,5,8
i found someone phone,lost_found,4,16
is EE Classroom 302 open today,ask_hours,6,8
arrear examination details,ask_exam,3,5
tea price,menu_query,2,17
where can i get my id card reissued,service_query,8,19
activities to meet people campus,social_life,5,20
where is Information Technology department,ask_department,5,3
opening hours of Student Counselling Room,ask_hours,6,8
I want to meet new people at university,social_life,8,20
what does CSE Faculty Room offer,facility_info,6,12
anything happening on campus,ask_event,4,4
where can i ask general questions,ask_contact,6,2
supplementary exam dates,ask_exam,3,5
events at student union,ask_event,4,4
what is the fee structure,ask_admission,5,0
where is the it helpdesk,service_query,5,19
staff room for Electrical Engineering,faculty_query,5,13
attendance requirement for exams,ask_exam,4,5
i think someone stole my phone,lost_found,6,16
what does Artificial Intelligence and Data Science department offer,ask_department,9,3
best place to study on campus,recommend_place,6,18
where is first aid,emergency,4,11
extracurricular activities details,ask_club,3,1
buddy programme for new students,social_life,5,20
hostel curfew timing,ask_hostel,3,7
placement for MBA students,ask_placement,4,9
where can visitors ask for help,ask_contact,6,2
where should i report lost item,lost_found,6,16
what workshops are happening,ask_event,4,4
exam timetable for this semester,ask_exam,5,5
how do i get to Indoor Games Room,find_location,8,15
hostel common room timing,ask_hostel,4,7
farewell party for final year,ask_fest,5,6
which floor is Computer Science Engineering department,ask_department,7,3
startup pitch event,ask_fest,3,6
induction programme for new students,ask_admission,5,0
what does IT Faculty Room offer,facility_info,6,12
film club at university,ask_club,4,1
mock interview preparation help,ask_placement,4,9
i found a wallet near the library what do i do,lost_found,11,16
what is the last date for admission,ask_admission,7,0
where can i meet my professor,faculty_query,6,13
where is the cafeteria,find_location,4,15
what is love,fallback,3,14
i found a wallet near the library what do i do,lost_found,11,16
my friend fainted in the robotics lab what do i do,emergency,11,11
who organises the annual day,ask_fest,5,6
where is the it helpdesk,service_query,5,19
how to join a club,ask_club,5,1
debate society details,ask_club,3,1
is there any scholarship available,ask_scholarship,5,10
who should i contact for HOD Office - Electrical Engineering,ask_contact,10,2
lost my wallet,lost_found,3,16
where is Computer Science Engineering staff room,faculty_query,7,13
any events today,ask_event,3,4
what facilities are in Civil Engineering Lab,facility_info,7,12
directions to Staff Parking Area,find_location,5,15
exam timetable for this semester,ask_exam,5,5
what time does the gym open,ask_hours,6,8
tell me about Electronics and Communication Engineering,ask_department,7,3
is cafeteria open on sunday,ask_hours,5,8
hostel notice board,ask_hostel,3,7
result announcement date,ask_exam,3,5
which floor is Robotics and Automation department,ask_department,7,3
hostel complaint procedure,ask_hostel,3,7
where can i meet my professor,faculty_query,6,13
internship opportunities on campus,ask_placement,4,9
scholarship application form,ask_scholarship,3,10
prospectus for new students,ask_admission,4,0
hostel warden contact,ask_hostel,3,7
what time does the gym open,ask_hours,6,8
how to reach Lost and Found Desk,find_location,7,15
internship opportunities on campus,ask_placement,4,9
is the library open now,ask_hours,5,8
social clubs for students,social_life,4,20
hostel rules and regulations,ask_hostel,4,7
what workshops are happening,ask_event,4,4
suggest a quiet study place,recommend_place,5,18
i need bandage,emergency,3,11
placement for MBA students,ask_placement,4,9
aptitude test for placements,ask_placement,4,9
my wifi is not working,service_query,5,19
where should i report lost item,lost_found,6,16
where can i pay fees,service_query,5,19
where can i get my id card reissued,service_query,8,19
what labs are in Robotics and Automation,ask_department,7,3
staff room for Artificial Intelligence and Data Science,faculty_query,8,13
what workshops are happening,ask_event,4,4
what are the admission requirements,ask_admission,5,0
I want to meet new people at university,social_life,8,20
when is the placement season,ask_placement,5,9
faculty room for Computer Science Engineering,faculty_query,6,13
any events today,ask_event,3,4
what labs are in Civil Engineering,ask_department,6,3
how to network with students,social_life,5,20
someone stole my laptop what do i do,lost_found,8,16
what time does ME Classroom 302 close,ask_hours,7,8
where can i sit and focus on my assignment,recommend_place,9,18
what movie should i watch,fallback,5,14
what does Humanities and Communication department offer,ask_department,7,3
gaming club details,ask_club,3,1
quiz competition campus,ask_fest,3,6
which floor is Principal Office,find_location,5,15
best place to read on campus,recommend_place,6,18
degree certificate collection,ask_exam,3,5
i need to take a printout urgently,service_query,7,19
lost my laptop,lost_found,3,16
friday special menu,menu_query,3,17
when is the placement season,ask_placement,5,9
how to reach Dean Academic Office,find_location,6,15
lost my laptop,lost_found,3,16
where is Information Technology staff room,faculty_query,6,13
opening hours of BIO Classroom 501,ask_hours,6,8
entrepreneurship summit,ask_fest,2,6
what is Admin Conference Room used for,facility_info,7,12
i found a wallet near the library what do i do,lost_found,11,16
how do I get my hall ticket,ask_exam,7,5
what do students do for fun,social_life,6,20
who is the contact for Electrical Engineering Department,ask_contact,8,2
how do I register as a new student,ask_admission,8,0
boys hostel details,ask_hostel,3,7
AI club at university,ask_club,4,1
how to get marksheet,ask_exam,4,5
which floor is Information Technology department,ask_department,6,3
tea price,menu_query,2,17
what food is available now,menu_query,5,17
mid semester exam dates,ask_exam,4,5
what labs are in Biotechnology,ask_department,5,3
give me details about Engineering Workshop,facility_info,6,12
how do i go from Stationery Store to the library,find_location,10,15
international student social events,social_life,4,20
who manages document queries,ask_contact,4,2
events at student union,ask_event,4,4
i lost my bag,lost_found,4,16
someone is injured,emergency,3,11
open mic night campus,ask_fest,4,6
i need a peaceful place to work,recommend_place,7,18
where can i find a boyfriend,fallback,6,14
campus orientation social events,social_life,4,20
staff room for Electrical Engineering,faculty_query,5,13
take me to Library Book Issue Counter,find_location,7,15
food festival on campus,ask_fest,4,6
i am bleeding,emergency,3,11
hostel laundry facility,ask_hostel,3,7
tuition fee instalment plan,ask_scholarship,4,10
education loan guidance,ask_scholarship,3,10
where can i relax after class,recommend_place,6,18
coding competition details,ask_fest,3,6
hostel warden contact,ask_hostel,3,7
i found keys near the cafeteria,lost_found,6,16
i have stomachache,emergency,3,11
tell me about relationships,fallback,4,14
scholarship office location,ask_scholarship,3,10
how to register for placements,ask_placement,5,9
is the library open now,ask_hours,5,8
cultural club activities,ask_club,3,1
what is on the menu today,menu_query,6,17
how much is coffee,menu_query,4,17
is there a nice outdoor spot on campus,recommend_place,8,18
i feel dizzy,emergency,3,11
i hurt my hand,emergency,4,11
where can i do group study,recommend_place,6,18
where can i sit with laptop,recommend_place,6,18
any events today,ask_event,3,4
what snacks are available,menu_query,4,17
I want to apply to this university,ask_admission,7,0
what is today menu,menu_query,4,17
where do students hang out,social_life,5,20
price of samosa,menu_query,3,17
i need to charge my phone urgently,service_query,7,19
exam fee payment deadline,ask_exam,4,5
where can i meet my professor,faculty_query,6,13
where is the hod office of Information Technology,faculty_query,8,13
where to get admission brochure,ask_admission,5,0
where can i prepare for exams,recommend_place,6,18
which floor is Humanities and Communication department,ask_department,7,3
cultural night programme,ask_fest,3,6
any guest lecture today,ask_event,4,4
how to get fee relaxation,ask_scholarship,5,10
i have chest pain,emergency,4,11
hackathon on campus,ask_fest,3,6
i am having trouble breathing,emergency,5,11
internet is not working on my laptop,service_query,7,19
what does ROBO Classroom 501 offer,facility_info,6,12
what workshops are happening,ask_event,4,4
who manages document queries,ask_contact,4,2
i twisted my ankle,emergency,4,11
what does Robotics and Automation department offer,ask_department,7,3
lost property office,lost_found,3,16
job fair at campus,ask_placement,4,9
tell me about Information Technology,ask_department,5,3
cultural fest this year,ask_fest,4,6
who is the contact for Final Year Project Lab,ask_contact,9,2
someone is injured,emergency,3,11
sports club registration,ask_club,3,1
what does ROBO Classroom 502 offer,facility_info,6,12
tell me the time,fallback,4,14
suggest a romantic spot,fallback,4,14
who handles hostel issues,ask_contact,4,2
merit list for admission,ask_admission,4,0
how to network with students,social_life,5,20
campus community events,social_life,3,20
how to prepare for campus interviews,ask_placement,6,9
social clubs for students,social_life,4,20
what are the intake dates,ask_admission,5,0
how do I get my hall ticket,ask_exam,7,5
stipend for research students,ask_scholarship,4,10
where can i get medical help,emergency,6,11
scholarship deadline this year,ask_scholarship,4,10
which floor is Artificial Intelligence and Data Science department,ask_department,9,3
someone fainted in the classroom,emergency,5,11
who should i contact for Electrical Department Washrooms,ask_contact,8,2
provisional certificate collection,ask_exam,3,5
is HOD Office - Civil Engineering open today,ask_hours,8,8
upcoming placement drives,ask_placement,3,9
i lost my student id card,lost_found,6,16
how to apply for re-evaluation,ask_exam,5,5
stipend for research students,ask_scholarship,4,10
where do lecturers sit,faculty_query,4,13
where do lecturers sit,faculty_query,4,13
best place to read on campus,recommend_place,6,18
how do I apply for admission,ask_admission,6,0
i found keys near the cafeteria,lost_found,6,16
what does Electronics and Communication Engineering department offer,ask_department,8,3
i have fever,emergency,3,11
how to apply for exam leave,ask_exam,6,5
hostel fees and charges,ask_hostel,4,7
film club at university,ask_club,4,1
what is on today,ask_event,4,4
what services does International Student Office provide,facility_info,7,12
business plan competition,ask_fest,3,6
where do teachers sit in Computer Science Engineering,faculty_query,8,13
when is HOD Office - Artificial Intelligence and Data Science open,ask_hours,11,8
where can i ask general questions,ask_contact,6,2
welcome week schedule,ask_admission,3,0
any seminar this week,ask_event,4,4
what is IT Department Washrooms used for,facility_info,7,12
club fair on campus,ask_club,4,1
what does Robotics and Automation department offer,ask_department,7,3
how do i go from CE Classroom 401 to the library,find_location,11,15
how to network with students,social_life,5,20
lost my watch,lost_found,3,16
suggest a calm place on campus,recommend_place,6,18
i injured myself,emergency,3,11
who should i contact for Security Cabin,ask_contact,7,2
i need to charge my phone urgently,service_query,7,19
what services does ROBO Classroom 501 provide,facility_info,7,12
how to apply for re-evaluation,ask_exam,5,5
supplementary exam dates,ask_exam,3,5
what snacks are available,menu_query,4,17
how does campus placement work,ask_placement,5,9
where can I get career counselling,ask_placement,6,9
hostel canteen timing,ask_hostel,3,7
who qualifies for scholarship,ask_scholarship,4,10
who should i contact for Printing and Copying Room,ask_contact,9,2
what is today menu,menu_query,4,17
what does ECE Department Washrooms offer,facility_info,6,12
how much is coffee,menu_query,4,17
internal assessment marks,ask_exam,3,5
i need a no objection certificate,service_query,6,19
where can i meet a girlfriend,fallback,6,14
how to start a new club,ask_club,6,1
what workshops are happening,ask_event,4,4
club fair on campus,ask_club,4,1
is Civil Engineering Department open now,ask_hours,6,8
where can i take a break between classes,recommend_place,8,18
where is first aid,emergency,4,11
where can i pay fees,service_query,5,19
any guest lecture today,ask_event,4,4
hostel wifi details,ask_hostel,3,7
how to get admission in computer science,ask_admission,7,0
welcome week schedule,ask_admission,3,0
tell me about Artificial Intelligence and Data Science,ask_department,8,3
how do i meet new people,fallback,6,14
what movie should i watch,fallback,5,14
where can i ask general questions,ask_contact,6,2
what services does Engineering Chemistry Lab provide,facility_info,7,12
i feel dizzy,emergency,3,11
coffee price,menu_query,2,17
inter college competition,ask_fest,3,6
what does Electronics Lab offer,facility_info,5,12
my laptop battery died where can i charge,service_query,8,19
how do I apply for admission,ask_admission,6,0
international student social events,social_life,4,20
tell me about relationships,fallback,4,14
arrear examination details,ask_exam,3,5
where is Electrical Engineering department,ask_department,5,3
which floor is Information Technology department,ask_department,6,3
where can i sit and focus on my assignment,recommend_place,9,18
my friend fainted in the robotics lab what do i do,emergency,11,11
how to get involved in campus activities,social_life,7,20
suggest a quiet study place,recommend_place,5,18
music fest at university,ask_fest,4,6
where can i study quietly,recommend_place,5,18
i am having trouble breathing,emergency,5,11
suggest a quiet study place,recommend_place,5,18
what time is it,fallback,4,14
result announcement date,ask_exam,3,5
what is the weather,fallback,4,14
hostel curfew timing,ask_hostel,3,7
who is the placement officer,ask_placement,5,9
what does Chemical Engineering department offer,ask_department,6,3
backlog exam schedule,ask_exam,3,5
where is Humanities and Communication department,ask_department,6,3
book me a flight,fallback,4,14
where is the canteen,find_location,4,15
overnight stay in hostel,ask_hostel,4,7
I feel lonely on campus,social_life,5,20
hostel allotment process,ask_hostel,3,7
hostel leave application,ask_hostel,3,7
cultural club activities,ask_club,3,1
is there a nice outdoor spot on campus,recommend_place,8,18
where can i make friends,fallback,5,14
where is the cafeteria,find_location,4,15
which floor is Electrical Engineering department,ask_department,6,3
i feel dizzy,emergency,3,11
location of EE Classroom 302,find_location,5,15
fellowship opportunities campus,ask_scholarship,3,10
tell me about Chemical Engineering,ask_department,5,3
where is the cafeteria,find_location,4,15
what workshops are happening,ask_event,4,4
inter college competition,ask_fest,3,6
suggest a quiet study place,recommend_place,5,18
entrepreneurship club,ask_club,2,1
supplementary exam dates,ask_exam,3,5
what does Central Library offer,facility_info,5,12
any events today,ask_event,3,4
how to apply for re-evaluation,ask_exam,5,5
what workshops are happening,ask_event,4,4
volunteer club campus,ask_club,3,1
cultural fest this year,ask_fest,4,6
i feel sick,emergency,3,11
is cafeteria open on sunday,ask_hours,5,8
sports day this year,ask_fest,4,6
where can i pay fees,service_query,5,19
any events today,ask_event,3,4
art exhibition schedule,ask_fest,3,6
my friend fainted in the robotics lab what do i do,emergency,11,11
induction programme for new students,ask_admission,5,0
i think i am having an anxiety attack,emergency,8,11
lost property office,lost_found,3,16
faculty room for Information Technology,faculty_query,5,13
hackathon on campus,ask_fest,3,6
how do i talk to girls,fallback,6,14
what is on the menu today,menu_query,6,17
where can visitors ask for help,ask_contact,6,2
when is the placement season,ask_placement,5,9
supplementary exam dates,ask_exam,3,5
need based scholarship,ask_scholarship,3,10
how to get student id reissued,service_query,6,19
i feel sick,emergency,3,11
internet is not working on my laptop,service_query,7,19
i have chest pain,emergency,4,11
what does Innovation and Incubation Centre offer,facility_info,7,12
how many students get placed,ask_placement,5,9
what does Civil Engineering department offer,ask_department,6,3
tell me about Computer Science Engineering,ask_department,6,3
any seminar this week,ask_event,4,4
how to apply for exam leave,ask_exam,6,5
how to reach BIO Classroom 502,find_location,6,15
weekend activities on campus,social_life,4,20
where is Management department,ask_department,4,3
what is Biotechnology Department used for,facility_info,6,12
price of tea,menu_query,3,17
admission for transfer students,ask_admission,4,0
food festival on campus,ask_fest,4,6
price of samosa,menu_query,3,17
food festival on campus,ask_fest,4,6
what movie should i watch,fallback,5,14
